기간	자치구	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관
기간	자치구	합계	한국은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	지방은행	특수은행	특수은행	특수은행	특수은행	기타	기타	기타	기타
기간	자치구	합계	한국은행	조흥은행	한국상업은행	제일은행	한일은행	서울은행	국민은행	한국외환은행	한국주택은행	신한은행	한국씨티은행	동화은행	동남은행	대동은행	하나은행	보람은행	평화은행	우리은행	지방은행	기업은행	농협중앙회	수협중앙회	한국산업은행	수출입은행	축협중앙회	장기신용은행	외국은행
2009	광진구	71	-	-	-	7	-	-	16	6	-	11	2	-	-	-	8	-	-	12	-	5	2	1	-	-	-	-	1
2009	동대문구	75	-	-	-	6	-	-	14	4	-	8	1	-	-	-	9	-	-	16	-	7	7	3	-	-	-	-	-
2009	중랑구	38	-	-	-	4	-	-	9	2	-	5	1	-	-	-	4	-	-	7	-	2	2	2	-	-	-	-	-
2009	성북구	74	-	-	-	6	-	-	14	4	-	11	1	-	-	-	14	-	-	13	-	5	5	1	-	-	-	-	-
2009	강북구	39	-	-	-	2	-	-	8	2	-	4	1	-	-	-	7	-	-	6	-	4	3	2	-	-	-	-	-
2009	도봉구	36	-	-	-	2	-	-	8	2	-	7	1	-	-	-	4	-	-	6	-	2	3	1	-	-	-	-	-
2009	노원구	75	-	-	-	2	-	-	15	1	-	12	3	-	-	-	10	-	-	14	-	7	9	1	1	-	-	-	-
2009	은평구	55	-	-	-	4	-	-	11	3	-	8	2	-	-	-	8	-	-	6	-	6	4	3	-	-	-	-	-
2009	서대문구	67	-	-	-	5	-	-	11	3	-	9	1	-	-	-	10	-	-	17	-	7	4	-	-	-	-	-	-
2009	마포구	107	-	-	-	7	-	-	16	8	-	16	4	-	-	-	16	-	-	18	-	9	8	4	1	-	-	-	-
2009	양천구	84	-	-	-	10	-	-	17	6	-	15	3	-	-	-	11	-	-	11	-	5	5	1	-	-	-	-	-
2009	강서구	78	-	-	-	5	-	-	14	3	-	17	1	-	-	-	9	-	-	14	-	6	6	3	-	-	-	-	-
2009	구로구	75	-	-	-	5	-	-	15	6	-	9	2	-	-	-	8	-	-	14	-	13	3	-	-	-	-	-	-
2009	금천구	57	-	-	-	2	-	-	10	2	-	8	-	-	-	-	5	-	-	9	-	12	6	2	1	-	-	-	-
2009	영등포구	159	-	-	-	11	-	-	30	7	-	23	5	-	-	-	19	-	-	27	3	16	10	6	1	1	-	-	-
2009	동작구	61	-	-	-	4	-	-	11	2	-	13	1	-	-	-	9	-	-	13	-	3	4	1	-	-	-	-	-
2009	관악구	64	-	-	-	4	-	-	16	2	-	10	1	-	-	-	4	-	-	15	-	5	5	2	-	-	-	-	-
2009	서초구	237	-	-	-	22	-	-	37	22	-	39	12	-	-	-	32	-	-	34	1	18	12	3	1	1	-	-	3
2009	강남구	405	1	-	-	31	-	-	67	26	-	66	29	-	-	-	46	-	-	60	6	26	34	7	3	-	-	-	3
2009	송파구	179	-	-	-	17	-	-	31	11	-	29	8	-	-	-	24	-	-	31	-	10	12	5	1	-	-	-	-
2009	강동구	80	-	-	-	6	-	-	17	3	-	12	3	-	-	-	12	-	-	15	-	5	5	2	-	-	-	-	-
